483665;1331781;310941;554574;216575;1723821;990760;1730234;953647;1465784;1331247;547769;1244052;114339;301905;276052;802696;1081492;1342581;515817;495766;268509;1493289;224935;1651884;1364677;1751502;887463;1709431;175806;1064848;354891;382139;336968;1117911;640199;158790;677276;136053;144501;1357336;1019420;67438;1092446;640006;1551607;628091;412855;1737941;1772180;1385348;922659;1122598;524478
528337;312479;1562015;565703;1605742;1742243;1258776;201673;1018996;7206;38177;1054594;1786468;832246;1394107;1615215;1710701;140246;846911;132353;943568;169389;85788;63027;1725736;165459;1072482;86585;243981;1645078;637141;668447;536274;301507;1655190;1024926;1335374;1446469;1209775;718542;1229473;1396699;639031;355414;1725622;1679819;859718;419659;831980;39808;104232;1186441;1642525;5089
404525;632585;399931;1468743;1738970;1666181;773986;1180243;1137343;295659;720907;671783;121021;1107374;1717435;1499468;1411054;430775;189760;1175683;1101222;743257;641271;1215553;1099702;157908;1046044;529513;1242511;349424;43443;1203199;734870;787096;676834;1550524;234697;1324608;332486;1632208;176841;360150;502061;1618608;1389250;357844;1653323;136303;1361865;348699;916355;413366;376424;1019469
353979;222545;341947;407703;845558;1596844;83371;468521;1403174;900761;35429;80844;129207;1465653;1600462;1530557;1755510;1255650;1043586;1255258;486208;353098;504302;1676884;931648;992774;283923;575060;502295;1369061;1517913;1426302;588078;1135112;15734;1525649;1173625;355847;960398;1630962;898031;1650757;284136;1256697;122330;1530015;1544576;31173;801810;1050892;933996;1105190;958704;893973
1361893;17289;1132411;1190821;1629439;723518;670362;19397;1204235;840883;268713;1063155;357940;567555;1542960;648057;1648068;26579;87946;1685953;72926;1577555;238614;827508;1395832;30599;1749867;374321;1529828;17363;1296331;92668;1016151;1444845;1322176;880455;979285;1547799;1730711;497924;73521;349243;452914;1569060;646018;643304;1570183;220606;1321543;1546290;1630823;1698009;490953;904137
282136;772927;777984;861105;418622;495569;701496;117977;1062494;1683800;432492;405741;1686261;945169;325449;234647;1095062;1407858;1605832;1076363;469427;1087907;60409;1765125;1059573;1683963;974278;361132;327890;1543987;1329518;635604;1563551;978043;271886;389575;1184618;1664780;1117292;1232725;947781;390897;310759;859649;959713;411247;779112;1744440;1142266;1686541;1650351;497246;1229270;1144692
1067296;1752448;1411630;475013;244017;605832;1384443;954431;892802;382903;1630504;1557017;810968;704439;396077;1574688;1719175;999398;232490;580909;1259136;558630;361467;950842;651823;958626;1541455;1321796;1752372;43069;981782;885523;790341;620145;1064872;853406;43811;690917;358465;766243;372637;833531;669074;172620;1712756;215155;1554575;922191;679969;1016485;1155446;586085;795012;740804
1667352;795522;1372001;1617790;1191187;365923;778613;625824;1032046;1201460;194627;174298;377266;417279;1350738;1071407;1155783;1292949;618291;1494502;327491;1790611;1419562;989253;74269;1154362;1346742;1326058;358262;176073;1302924;516520;1747632;1596959;104708;1173751;216248;849100;1419493;148755;313971;814678;904255;300349;1265809;1108605;566994;1003354;756031;628848;1565455;638125;471169;993614
1275421;1789495;513636;326866;1385607;740240;489801;983516;318518;603129;157180;628823;391104;295119;1625087;1776258;218878;109132;1468630;220366;557189;869491;975056;455798;313237;37933;958404;1428585;1624431;580060;239625;1273719;112393;1258442;1631141;38619;1453495;574848;840799;229882;86279;1181638;1077332;1103531;1371947;1731362;1074326;1624507;6090;1352775;1344757;837160;1454651;1676239
1507851;915192;1261410;653165;1605197;1257299;853099;1117136;1073767;600106;1608413;632902;1702644;1319747;1122957;508700;837963;932144;969007;1361901;1244451;1731683;88567;93050;1659455;482019;474744;255862;805697;387985;1252380;1598557;83497;562334;810932;1395434;873821;492701;1631335;59654;1084094;231845;1159979;1111929;940573;477283;1559370;280557;132949;1789223;1628742;1217954;1738487;729259
692071;994245;972948;1019239;355883;134178;677072;1531374;1005186;1502642;151925;1088242;825017;929070;1252609;1149578;183548;237942;302358;1296113;922998;1490497;1050119;1249203;1210776;1587168;1423226;1277667;738342;141800;35479;948579;1350306;1085220;990904;285458;895572;1443938;127581;1785478;1467590;49398;629091;1664776;313712;1729731;284555;97554;1567952;108072;843737;1068092;1659271;1691291
54684;248636;1222387;870270;1256348;184054;982535;510956;1416718;595309;963788;880059;387613;1110745;1569035;1172856;34223;756905;306574;534040;1532492;487632;1464646;1186932;1746928;1185682;1737952;286727;973425;723527;1493169;1411201;1684931;151524;1560437;1448818;808292;1354560;1762685;257222;132216;338048;1534021;381637;1212372;1775945;1757892;262355;937244;749516;1388074;981722;135775;563592
1209800;373424;1597605;306510;1467432;1574137;1641111;7268;753382;105844;762891;1740953;1503032;1043481;1725980;458219;1378926;1120401;874497;684883;649028;751028;454381;285134;1501024;605354;743572;764811;1298363;1456503;404395;1425951;1747947;1730975;1784252;210368;96173;1628055;1758738;178456;184547;713018;886209;1707916;1747874;468090;809874;840623;1394374;306957;353491;85700;1376093;962321
1019102;931300;501322;697129;111940;1449992;1642719;675760;849193;660929;921045;1301998;270517;425714;1479920;1632112;1415079;54050;156332;1727454;954409;1376002;916957;1724935;1088386;1465453;1695687;980298;914998;611387;275296;1264415;59368;1187053;475090;939778;740127;1768189;296995;550834;997695;532903;1222411;1187473;135174;1562015;1678872;622087;1209941;1479640;916763;1227166;493458;1382120
977514;537940;1540835;31500;934622;1653703;712646;628147;674653;676804;87776;398055;233343;1141694;1530956;1597484;1042067;1212956;1036379;296211;1756667;488290;425523;314247;1048286;726163;492527;1744253;1689380;1565702;823942;83260;1774891;107375;1720647;107079;1316390;1683794;1428103;1201015;497908;871198;1103785;369454;811682;324209;129030;828425;451437;1435293;1001033;593757;962423;745261
1597008;1773640;578047;579657;971257;1366172;1576393;1269896;292266;127430;1681666;919457;1017511;690894;929126;1026985;179818;1599468;134026;211071;1218668;143419;289806;148524;1213581;697141;102936;3525;967702;1774833;1313176;260667;669823;670342;926702;622798;338803;1652637;1586007;252034;433714;571956;1639959;219882;1532061;1444318;1260381;1448501;972634;1264081;1543883;742106;1587542;144448
619363;644762;1420486;817561;629100;896682;1281968;1289437;1148820;1346341;1210211;338879;1714265;1551713;530944;1213683;981184;714945;643897;739160;1558154;1024301;802570;1502746;1338543;787084;1040672;1056317;1209558;1256090;962104;212421;120888;418562;465582;1706522;1584776;987367;590793;1574739;1171196;1465591;280487;1264290;1516751;228957;719042;1197561;1333911;912651;1482488;571119;1667240;1407839
1696000;479781;1757995;18218;1157723;1685452;592516;1484627;1473719;1166957;168594;1350252;533698;249851;15915;1638257;955440;448333;504555;974671;491188;496483;1776531;675727;705188;154108;178110;29306;845553;496442;621047;500407;866641;1540839;206099;1388553;1061170;444274;487623;761303;1517595;961202;967397;570276;761566;1423441;948292;669124;1550299;972790;1724281;1265423;50205;572328
692146;931858;1436612;902236;369545;1211174;768737;1035188;417864;289761;629751;1389861;80985;796736;384177;1490821;1526325;546033;1168063;360208;1441433;530950;104986;1438238;1089125;751889;217521;1118824;294332;44080;138345;459297;1636877;988670;232888;1031137;841465;671728;1486620;1464215;434608;219820;284810;1449239;1738754;1158850;506057;377776;713153;488009;629917;1117766;151634;651642
103921;78636;564220;175295;528708;241548;592302;1292996;1051834;746809;1601691;1191436;1723956;1702702;1758871;1517098;1696198;125861;1708952;1545277;1172067;1374530;569029;1262241;428045;1709122;410359;263038;978201;1610809;143527;788628;135978;1472573;909071;837342;440187;778571;524116;260946;280549;1594185;146378;986652;943466;962410;43445;1550467;1386131;584476;316487;184237;824299;1306329
1025962;82034;62684;1710258;754008;1153860;109001;1198771;691393;74842;264080;872292;1583602;1755147;779900;1433842;1119387;805027;907555;961264;1656272;1121905;1290540;58737;1401257;519355;1162557;685346;401560;113571;464937;868508;1645757;1258774;218010;405657;1710945;328209;136586;832791;809545;876479;669873;1181411;490414;1065609;1206049;669912;1382425;1563748;1168173;577835;593121;1257687
908508;407003;809681;1073790;875091;538368;942010;1666707;121561;383014;24363;1418971;1742521;808202;1074917;821830;499183;488329;1643308;384774;624952;837966;1122639;904848;329510;993992;410677;454771;985960;777217;1483247;1688220;577957;1441999;1668296;1750886;1097103;555390;713362;783010;424474;1249147;1724466;785044;1332537;916831;303632;1766141;1230777;426398;898962;1784107;1709544;1424716
1062152;49336;1405451;1539570;1281444;504260;1261053;42726;984549;1317321;842245;493380;350380;1108941;47396;372079;1745381;135034;770063;1417374;688957;877683;1220723;634146;482460;21408;1790732;1259303;1314342;1002216;294276;1416260;958666;635687;1017109;247166;225520;1038827;23774;401359;997624;956839;594850;1780606;1345302;1790698;1788096;1707156;1230060;1528965;1115890;37199;762757;590090
849361;585062;43847;1337470;861682;790209;1723613;684471;816768;1279599;997915;263834;1071627;311247;1241174;559799;424605;1658578;462630;26126;1428857;1641288;1368670;628032;1768648;352257;1097123;834236;1109683;720488;1021186;850341;726699;772232;571279;923223;328212;844171;1745808;842428;941331;471404;1110512;1662265;12624;574653;1551546;1748756;1555520;680239;593752;1546756;562012;1627992
459947;100987;485759;386800;532548;1673257;337220;1356180;1177775;787294;592575;915379;1747777;596195;104102;579542;1375677;895418;611953;971415;263093;1336263;1488663;63719;1624242;36145;151164;1497716;89368;174158;1149587;853025;973515;120875;469543;1162183;1132603;1373706;347027;307650;26021;1707279;931426;219440;212614;1089344;526056;638333;1239446;847149;1236088;901143;631216;1225989
1206706;1091321;822449;337841;1445068;1719215;385359;125237;998935;1388157;207999;1512975;606499;38533;911457;1179230;268840;780451;1341329;775966;1646906;740917;420885;1326631;1388532;1614601;288261;1000778;1452390;235520;562080;306535;781452;205452;247316;1087588;832063;1010463;1203585;1509090;1219536;278111;1467492;738063;1314663;701245;18823;389520;1531664;968167;517885;1240205;610165;243706
1761273;835404;1468506;992266;433412;725439;1503809;987879;761048;1065000;753355;696947;698934;669992;893043;557895;681702;1088686;958850;981691;1544955;599896;890877;962959;662868;1184798;358401;1012478;762309;78369;1291448;1015492;1714824;196887;1584289;1214725;1564219;374444;368708;875366;169291;748595;159952;167054;862388;1668660;1462666;91569;527850;637600;1060938;334210;1524437;687933
405175;595604;715463;1739811;36725;1759320;521281;1498057;192789;1741322;1739362;361005;796375;925501;1781334;664542;987063;1075486;608369;1775368;1617478;1334461;925561;1428827;1153469;460760;262013;999610;862173;446968;89713;1302648;589046;1565160;897175;1471052;1719688;1639271;362806;1299097;285323;1375176;649074;694923;383895;64269;336889;1315957;1656214;364365;1600095;46156;1389671;1564419
1017939;1594900;264537;536888;529371;610686;587639;754227;1289992;159177;1231095;1043372;349163;644546;1425938;1058033;669847;861560;1351802;1127166;1112047;1383088;1336328;767412;1109828;27806;404902;1129928;52118;64776;1456344;869283;736974;1132259;1131286;1331055;1491910;1556412;1756393;1351719;1382824;596038;1500769;505266;1611975;463714;360818;764002;50324;176011;314671;1706498;1598754;1605092
337922;164300;886261;676654;394631;23888;1607856;435969;1318486;300606;1501159;1261197;823610;87677;316029;1042535;1363946;1225442;470932;901858;121648;414445;148194;964358;1268610;936752;1468617;1398894;1157714;123923;582860;514473;362689;1636730;1005177;916011;449228;978862;102138;691436;1037285;642442;1357408;569287;149409;529521;327940;1046019;1002214;256070;1472036;563018;1627942;1590697
1046873;1282093;767615;996103;193751;549111;501709;835676;731496;1380200;29869;1246678;1437156;1653687;1750804;1063565;1150994;1264595;1162362;26675;873485;191922;921555;1451563;904655;1420321;1613539;747099;501768;1012086;1641709;1519225;814422;122967;346871;301129;1280288;94709;955687;1522414;913136;1654850;852290;738023;353690;1327958;1111498;1644128;211932;1561668;127708;543072;1680738;228665
331413;1443308;617428;717301;239121;465765;1379078;687506;1312020;1125843;761642;831339;1414318;856427;813823;491156;1062327;1212059;427949;149791;1757083;781879;1763513;931614;78202;1412717;1600994;667362;1011669;651141;1185337;595438;1132451;726348;1549693;1618216;253660;947513;798659;298925;1232175;176121;433346;1604199;66845;623976;473427;672437;1169278;722854;667355;550725;658373;1231574
441100;1683127;1428651;336014;532696;1131983;1783617;54464;903298;733896;720608;1239002;1140672;564702;928465;1097508;850533;394174;502706;1377253;39533;1497660;1566305;321148;637903;1271272;897421;1276413;872688;993388;1667589;1153262;632783;468533;1394393;155333;1279375;121726;1636346;1653320;1124723;499413;1328086;89626;1315365;1500013;1455624;1186581;425296;192084;271020;737670;1248933;1370725
274300;1442527;1473228;355790;1268536;566871;1515402;536042;1527801;1118787;1281129;903596;245008;1522684;1622493;1011633;1596273;102382;401385;857816;705502;1226502;943591;1472007;838381;1125536;780122;1040049;557966;1448539;743834;1443936;187526;1345868;1090620;433781;938540;1002887;361801;805588;1059633;1291691;905750;837910;1681938;499004;176440;919065;1388030;639523;1699341;813105;1293754;1546721
1175801;1550564;55211;1010223;413685;631613;501892;748644;1605380;829098;1553226;1504281;518858;1060966;1695938;827807;555189;1004612;151785;1450501;170057;1699202;1284487;1699956;1739074;946773;1722661;1223828;1219735;76951;206094;32883;792897;1184243;1399978;1078711;339157;1076379;657667;1003944;1777315;1554459;1461383;1056652;1523306;840016;1773838;1583035;1117431;1531816;1001875;1018905;716570;1753622
1020525;648659;1309828;809425;1112402;319131;1429114;1412390;249763;1626805;1538792;351208;803657;442678;1444349;410287;1784301;490059;1709437;1017635;976678;245828;288232;1192149;867278;1158661;1494018;1497204;1540288;1648351;932432;485693;1325060;63676;1037215;466883;1394501;553454;57143;292533;339358;966091;114661;498401;1297559;134839;1396969;552565;50381;1727358;1029266;980992;1190116;511995
239712;847684;1652816;839067;975399;1660095;72457;725307;1652764;1253645;1553897;888088;1685177;850106;304031;402400;1010358;1390582;1219227;444971;943892;251064;740121;844532;1771067;662738;1314045;105769;1501795;86705;442566;470399;117649;1423956;569048;1237720;200418;201390;865694;135792;450972;1626659;388533;1467265;745605;1382974;495535;189355;1286549;1106714;99551;754813;718401;40079
899258;1774869;1323637;1318251;411359;1073537;1324345;1121028;1306272;314389;1392519;418426;1052928;886273;453890;1065136;447210;1069089;572591;1002491;472022;1351023;1729238;936876;90415;633028;346477;1188292;1067233;1600068;1042424;28314;520155;369973;1524779;1565887;397561;4982;310327;551131;445805;903367;1058267;604746;403542;1233559;1451992;1710500;417965;1006003;884571;858854;1074121;1760350
1034750;668855;1686409;1381056;639533;304139;323044;100662;566994;1688140;764577;259808;117420;1633922;199415;1433717;171798;1328865;288271;1086196;1146412;174826;1709368;1298083;1530150;1707381;1109381;414374;595572;942926;1577223;814005;770891;1230577;727652;952253;1040822;163509;924078;979340;129904;12596;453790;1379635;1747641;1155395;382107;837619;934184;1375028;816002;31760;217283;722603
561440;1034565;535018;1644193;480595;234678;1524755;135006;1109808;1352529;1748851;261014;216324;1360192;736912;583749;349249;1291550;467649;682358;818589;1702712;355346;1034960;281026;887953;1582575;1418827;607508;1516153;633394;589836;634977;199314;1653136;1560246;1654194;1227647;1485002;1666632;794134;1388202;1265181;507737;80566;1283786;1790541;902045;1493311;452508;123640;1780068;399385;1145852
980086;703279;534943;1085574;1499314;1017302;1177719;1421880;10152;1145376;1175068;481404;566734;1223596;339153;699056;43362;297297;1498942;791074;1131020;393922;471476;1017843;706802;1621647;133457;1663292;1757082;1652955;508000;1015300;373772;1785611;1166527;979159;80248;1220928;602919;660199;1400708;1420915;631352;643269;546936;123567;599953;682004;335923;573349;1570018;1300904;26391;1184837
159859;1358369;32734;177866;489909;562743;1763046;1379102;511747;1316295;1592917;1539657;1022505;694210;398204;1482417;380057;671973;1207844;218792;410075;69907;1767405;499099;1142163;1483583;1725899;383559;1241122;48479;111701;27142;1453248;1381420;88285;567075;1078170;1547358;770050;1113342;399387;12716;744226;1743839;1140240;928563;1586896;219431;980032;1650099;1351570;577508;1457722;1349450
1498944;1782903;888788;1672923;635913;1673264;1744963;818124;1296762;656044;1452521;750121;1323886;1431928;263266;1454461;1054022;1642279;711353;954664;827988;1146942;1700911;510264;1731911;102351;194699;767437;1358073;1620319;1460758;498402;1051215;1753557;47293;1403900;590173;1159749;422385;611045;1700125;1501556;1331223;174547;1760156;21061;644336;287631;628831;1555978;999150;1588121;1618826;20724
480266;892393;156377;931838;1737087;1466708;36971;1349684;1417887;1529251;538250;1182680;1241714;1683716;694666;1149565;1673032;929051;795143;75392;1324705;1690487;1165557;1696660;140315;569619;528322;925642;727452;1671810;238558;283585;465659;1473247;850567;608702;1451248;1457651;1389566;1148797;1082010;1634756;1176417;615161;1280785;468234;925018;1676628;1015238;1308922;1438291;1203032;687730;292323
1262565;257962;1044345;31317;199912;974979;1611950;1456024;40314;1204003;1461011;634639;1446111;480775;531321;516526;1163119;1109246;1075551;57990;1099361;798514;88884;73562;140460;1135786;653592;448005;993709;68828;311600;977261;949101;617363;1717181;268581;920987;506427;1481425;1676182;1293967;9415;1057131;315912;392807;540248;538220;241209;1660505;556590;1706807;1197947;895098;1765192
1449167;35693;1544410;1352863;1559645;368008;259519;402876;40431;1585105;777300;423999;216668;1271888;631048;179778;1340302;607048;1374600;960163;1188654;1183718;760978;784882;1776337;1618750;1126875;1358589;1386936;1500405;743054;348289;1593237;1066341;810491;1082490;1162385;437212;541850;575853;549984;892671;1685580;373239;819370;890889;883826;382732;186055;190976;1141489;1446104;1081474;144332
302746;863843;480684;528546;190849;42421;209538;630971;657802;382199;284349;1010345;1702077;1163731;1609627;253445;1356578;1511928;163669;471965;1522506;298417;782730;264285;32952;989467;247348;820323;801926;117992;474113;663484;450514;1590075;1557496;519263;352356;425062;1703870;1791145;1314460;516731;175361;1083878;592159;872420;1642222;1326943;313777;1290304;164407;873122;222632;1400664
377861;1121564;1499862;194066;997787;311152;1123042;852996;195958;1286186;1091798;189764;272223;359540;560270;1004621;556623;967579;1389517;620322;244561;1572465;790568;489362;818365;556842;179572;815159;652631;101740;68570;995359;1760940;808674;1406890;1033528;1265934;38426;382905;1606664;1627299;1021405;1127168;1138058;459016;1388185;1359980;286382;1772310;1754491;618546;1345457;1688096;79426
717873;280561;1255165;420717;1273194;1505564;180326;811608;572327;468951;717642;285011;1558012;199614;370936;1496057;560844;1177693;1421055;1350348;1159328;1625166;1732520;792119;1168953;751191;230963;798428;1318184;1731390;1779023;825520;24214;1566390;600577;479014;1765239;1781033;233809;1573998;157036;241840;974135;992874;689068;1531917;1756748;422080;184989;1014338;1000282;396443;197190;1154431
283924;1517082;105265;1231292;1172357;386069;1637702;1338566;838436;776621;669229;1326938;433944;491427;725075;1376066;151563;183459;202013;1587461;1560902;1030548;1046038;609842;746924;1330990;1465774;822684;1552300;1284159;693918;686075;755091;1749752;306363;790155;478693;1222991;1543467;625845;1696084;1724977;102458;866592;299553;432206;1626044;256880;962939;818561;1103750;1147136;409173;346593
1261619;1389761;247146;992822;449535;695390;964598;321378;26009;640734;773350;220654;1724975;1564965;542982;1136273;700706;775176;137530;1362333;1111235;39152;1713190;1124815;1456166;774917;627092;1064388;937280;1761555;1297562;822883;1022588;98600;1489132;303156;366076;1066607;234053;1715762;166995;322220;1299238;1743316;779124;943555;1559742;794083;327804;407229;236330;47936;224169;207808
549497;757131;1144826;1232904;1384510;482292;1770840;997798;36979;56601;1136109;510539;628612;17655;1009540;155966;975114;1553590;1666823;875735;1749911;1077627;1738991;234769;842488;828472;1292000;1708084;1746008;513980;454011;392360;567947;14749;608063;1034911;1328349;945546;812420;632548;452338;721851;1550979;1569181;354268;183368;710116;977548;138914;1454232;489058;1774929;1733440;100253
662987;1153026;39191;1588649;716572;788595;1606064;1042975;454454;1296963;1493771;712217;1691873;32356;1384797;609066;1600463;1214566;405519;1661192;1671718;1516937;1304071;1331638;1440424;786481;1551650;1491616;762169;1503550;152805;627738;1510813;1274019;1180702;775401;1347015;857770;1529496;611778;584429;162367;318521;1350786;334934;1299471;1244048;15358;1601577;1637312;1174222;251732;67049;589707
1491250;1059192;1009846;26841;1021166;1759728;1122131;1773212;172685;1163954;56150;1220335;1701107;1041021;1174222;360897;342654;438333;71125;200968;426619;1705535;1312094;730103;579390;1620992;1003246;116607;1163497;1328531;1373654;1336681;1542361;1688780;112229;1216748;810380;673924;84225;919315;942757;417966;755609;836162;84641;136289;404637;938177;1141692;1449359;366156;143858;448260;628113
478090;1059380;1298479;102274;204597;1278180;240278;738135;794191;46471;1736312;58554;1607824;1239035;1759216;498018;602390;1018647;1759033;390514;432899;134942;736126;944387;1530621;1080109;4902;770523;214218;554083;1311907;274124;1587532;546160;54688;1040098;1625526;975396;615600;135356;965435;507157;1142577;1455015;1032923;996450;1051445;198394;235234;662267;1474420;396787;1576636;1552056
1644732;192291;598110;890436;1084973;351345;95861;235948;393581;1084578;613813;682428;1210820;1203025;1261354;1085162;1600300;43747;1790492;264073;1583078;1587387;1696588;1670764;734906;1319405;1499888;636302;406098;1191210;1031560;204323;805165;1001732;1183435;1707875;806881;540346;850581;1510266;932228;1357722;1059479;695356;262204;313652;815120;555892;23358;695619;1383308;148576;1606287;20330
1516411;126559;1645091;953559;1165700;608777;1050867;1276458;1770889;1764632;727275;856958;1289811;714720;1544949;1264366;1166522;598502;782040;1675704;7733;27621;1200925;311752;1105090;878891;489880;1103960;1101436;1504153;862699;112895;573652;1783821;1381636;684034;216001;1075442;35951;1256257;204359;1057282;132898;1580776;759939;1176010;1154299;859527;116720;574435;768301;1134829;280758;1151102
788793;808628;1451593;951660;1408333;1243155;1127424;230227;1477721;1677590;1279890;205462;313310;1581964;1549075;1564781;183595;1761584;1697323;402744;509635;440524;918566;678687;726940;293829;1281909;826364;669073;625498;1428595;737378;546134;864681;401329;419086;1293577;523111;295140;391020;857481;1758574;1571927;765898;21956;1390864;1557290;293897;340267;964380;436313;565089;1388325;976605
633079;390478;336327;963103;599245;1574496;49058;780137;1738619;1093738;1372074;1515176;164613;584218;1600067;992914;1344909;1239616;1121952;768410;1559329;961750;823690;959568;1307382;394843;452846;249451;375906;722793;96240;1238715;126734;298288;391873;717768;586655;921939;1758572;663453;525337;669185;692595;420420;164547;530011;1633399;458129;28310;433662;570416;1686878;1756332;824037
109748;390673;990858;1383591;465040;1570803;414067;1403927;416108;385510;121561;49927;26945;656472;509400;642876;1186143;946369;110859;1040889;1674167;5869;142139;1424463;1436580;1261367;682942;1460601;1518793;267668;1092419;612417;18344;1251591;1215245;1758159;713933;59939;334513;228321;1026245;1324398;1533791;421360;1387059;356845;1573418;695061;82379;591839;1792539;495105;937667;19591
751566;173326;1350379;1361785;641505;1675548;1748334;466837;866637;1635232;483012;829554;1646223;140302;1659745;678093;1383857;1316659;674604;328589;710081;606261;145522;161705;111242;441488;846271;1669880;1447417;701698;1601828;1023443;1378777;143583;557558;1057918;416372;377171;733892;1257506;193085;129014;266029;759791;249240;293454;446547;1609287;1730274;803902;927796;841380;206655;411852
803138;1397145;1461892;1715678;837481;25428;858805;779123;162786;166087;421574;1723995;674390;1238599;664837;237697;689743;245163;808289;152979;645907;557037;399388;87855;1246576;42888;867545;1223747;333973;1496624;25629;1535442;1180756;1113886;911289;1589516;1719366;665144;1731436;420890;160859;24911;2217;375683;1393294;1102587;1164942;69639;351283;1257752;109721;366652;1245777;598944
396507;1011613;574486;256360;798745;342873;808038;273229;699522;1251942;483710;1678226;1506814;392352;213224;1517528;1378215;1737102;1096624;749608;1770229;1526245;489688;707468;1339467;34937;1664866;1613822;1071626;962125;1759125;735607;970353;1111417;1346203;278883;161428;1296032;1789480;540181;1092594;1780416;1284771;1076089;914748;1606402;1606966;1322164;247338;103027;695142;1010475;1106024;1623244
696873;871461;1653892;635470;708511;150221;1099741;1379601;1666183;177375;1209032;514944;1131778;1510547;1020215;888123;1656591;1392070;1288664;341751;619668;1614640;1116202;182763;1263524;140140;1241845;1297124;1459349;1394866;376911;930744;1684154;305777;55194;31976;554140;685503;1707972;558381;484450;1556640;1707612;1700187;1532644;1389622;1114392;278221;304843;834051;446233;1209641;335043;1046329
933974;822500;1654936;196369;1039361;1291268;1140579;1120450;267271;341957;266027;818968;1289847;963046;1694474;1147063;707889;272370;221475;489238;1785649;954311;199060;329214;509475;1277559;1057565;1676714;1657675;1620786;660479;1381344;1237701;1462564;728132;830362;912484;1511820;232327;863725;314255;328144;699218;784207;464832;1340415;450174;818510;1646286;760474;1130977;877686;217465;56885
